,names,code,change_price
2745,벽산,7210,329
2746,롯데손해보험,400,446
2747,대한제분,1130,2700
2748,대상,1680,250
2749,LG,3550,12000
2750,동아쏘시오홀딩스,640,-9600
2751,코리안리,3690,410
2752,한국주철관공업,970,20
2753,한일홀딩스,3300,1280
2754,엔피씨,4250,155
2755,세아제강지주,3030,105200
2756,대한전선,1440,7900
2757,대한제당,1790,220
2758,삼양홀딩스,70,11200
2759,세기상사,2420,-310
2760,한국앤컴퍼니,240,-150
2761,전방,950,-2150
2762,대한항공,3490,2500
2763,디아이동일,1530,6350
2764,유한양행,100,-19900
2765,CJ대한통운,120,11800
2766,경방,50,80
2767,유수홀딩스,700,850
2768,한진중공업홀딩스,3480,210
